col_id,col_role_name
a9842b08-f03f-479c-8949-c41baf984b9a,ROLE_USER
2240c93b-fa2e-4882-b56a-ae579291d2f0,ROLE_ADMIN
8982f932-dab8-4ed1-9b87-1a2adae5d36e,ROLE_CUSTOMER
